Level1	Level2	Level3	SEED_Function	P08	S19	P18	C08	S04
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	Ferric_hydroxamate_outer_membrane_receptor_FhuA	7	2	5.5	1.75	5.583333333
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"Heme_ABC_transporter,_ATPase_component_HmuV"	1	0	0.5	0	0.5
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"Heme_ABC_transporter,_cell_surface_heme_and_hemoprotein_receptor_HmuT"	0	0.5	0	0	1
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"Heme_ABC_transporter,_permease_protein_HmuU"	0.25	0	0.392857143	0	0.892857143
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"Hemin_ABC_transporter,_permease_protein"	0	0	0.142857143	0	0.892857143
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	Hemin_transport_protein_HmuS	2.333333333	0	0.916666667	0	0.916666667
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	Iron-siderophore_[Alcaligin]_receptor_@_TonB-dependent_siderophore_receptor	0.333333333	0	0.5	0	0.5
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	Isochorismatase_(EC_3.3.2.1)_[enterobactin]_siderophore_/_Apo-aryl_carrier_domain_of_EntB_@_Isochorismatase_(EC_3.3.2.1)_of_siderophore_biosynthesis	0.916666667	0.333333333	1.583333333	0.333333333	1
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	Isochorismate_synthase_(EC_5.4.4.2)_of_siderophore_biosynthesis	0	1	0.5	0.5	4
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"L-lysine_6-monooxygenase_[NADPH]_(EC_1.14.13.59),_aerobactin_biosynthesis_protein_IucD_@_Siderophore_biosynthesis_protein,_monooxygenase"	13	1	7.666666667	3	6
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine_synthase_(EC_6.3.2.38),_aerobactin_biosynthesis_protein_IucA"	2.5	0	2	0.5	0.75
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"N6-hydroxylysine_O-acetyltransferase_(EC_2.3.1.102),_aerobactin_biosynthesis_protein_IucB_@_Siderophore_synthetase_small_component,_acetyltransferase"	2	0	1.5	0.5	2
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	Periplasmic_hemin-binding_protein	4	2	1	0	1.333333333
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"Siderophore_[Alcaligin]_biosynthesis_complex,_long_chain_@_Siderophore_synthetase_component,_ligase"	0	0	0	0	0.5
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"Siderophore_biosynthesis_L-2,4-diaminobutyrate_decarboxylase"	5	2	6	0	3
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	Siderophore_biosynthesis_diaminobutyrate--2-oxoglutarate_aminotransferase_(EC_2.6.1.76)	2	2	1	1	5
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"TonB-dependent_heme_and_hemoglobin_receptor_HutA;_TonB-dependent_hemin,_ferrichrome_receptor"	0	0	0	0.666666667	0.333333333
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"TonB-dependent_hemin,_ferrichrome_receptor"	0.333333333	0	0.333333333	0	0.5
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	"TonB-dependent_hemin_,_ferrichrome_receptor"	5	1.666666667	2.666666667	1.333333333	3.166666667
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	TonB-dependent_hemin_receptor	0	0	0	1	1
Iron acquisition and metabolism	Siderophores	Siderophore assembly kit	TonB-dependent_siderophore_receptor	5.5	2.5	5	1.5	2.5
Iron acquisition and metabolism	Siderophores	Siderophore pyochelin	"Enantio-pyochelin_synthetase_PchF,_non-ribosomal_peptide_synthetase_module"	0	0	0	0	0.5
Iron acquisition and metabolism	Siderophores	Siderophore pyochelin	"Inner-membrane_permease_FptX,_ferripyochelin"	0	0	0	0	1
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	Ferric_siderophore_receptor_PsuA	0	5	2	0	0
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	"Ferrichrome_ABC_transporter,_periplasmic_iron-binding_protein_PvuB"	0	0	0	0	1
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	Ferrichrome_ABC_transporter_(ATP_binding_subunit)_PvuE	0	0	1	0	0
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	Ferrichrome_ABC_transporter_(permease)_PvuC	0	0	1	0	1
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	Ferrichrome_ABC_transporter_(permease)_PvuD	0	1	0	0	1
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	"Vibrioferrin_amide_bond_forming_protein_PvsB_@_Siderophore_synthetase_superfamily,_group_B"	0	0	0	0	3
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	"Vibrioferrin_amide_bond_forming_protein_PvsD_@_Siderophore_synthetase_superfamily,_group_A"	0	0	0	0	1
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	Vibrioferrin_ligase/carboxylase_protein_PvsA	0	1	0	0	1
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	Vibrioferrin_membrane-spanning_transport_protein_PvsC	0	0	0	0	2
Iron acquisition and metabolism	Siderophores	Vibrioferrin synthesis	Vibrioferrin_receptor_PvuA	0	2	1	0	3
Membrane Transport	-	Choline Transport	Choline-sulfatase_(EC_3.1.6.6)	0	0.5	0	0	1
Membrane Transport	-	Choline Transport	Sodium-Choline_Symporter	0	0	0	1	3
Membrane Transport	-	ECF class transporters	ATPase_component_BioM_of_energizing_module_of_biotin_ECF_transporter	0.333333333	0	0.333333333	0	0.333333333
Membrane Transport	-	ECF class transporters	ATPase_component_NikO_of_energizing_module_of_nickel_ECF_transporter	0	0	0.5	0	0
Membrane Transport	-	ECF class transporters	Duplicated_ATPase_component_BL0693_of_energizing_module_of_predicted_ECF_transporter	0	0	0	1	0
Membrane Transport	-	ECF class transporters	Duplicated_ATPase_component_CbrU_of_energizing_module_of_predicted_cobalamin_ECF_transporter	0	0	0	0	0.5
Membrane Transport	-	ECF class transporters	Duplicated_ATPase_component_MtsB_of_energizing_module_of_methionine-regulated_ECF_transporter	0	4.333333333	0	0.5	2.583333333
Membrane Transport	-	ECF class transporters	Substrate-specific_component_MtsA_of_methionine-regulated_ECF_transporter	0	1.5	0	0.5	1
Membrane Transport	-	ECF class transporters	Substrate-specific_component_NikM_of_nickel_ECF_transporter	0	0	0	0.5	0
Membrane Transport	-	ECF class transporters	Transmembrane_component_BioN_of_energizing_module_of_biotin_ECF_transporter	0	0	0.333333333	0	0
Membrane Transport	-	ECF class transporters	Transmembrane_component_MtsC_of_energizing_module_of_methionine-regulated_ECF_transporter	0	4.5	0.5	0	3
Membrane Transport	-	ECF class transporters	Transmembrane_component_NikQ_of_energizing_module_of_nickel_ECF_transporter	1	0	0	0	0
Membrane Transport	-	Phosphoglycerate transport system	Phosphoglycerate_transport_regulatory_protein_PgtC	1	7	0	1	3
Membrane Transport	-	Phosphoglycerate transport system	Phosphoglycerate_transport_system_sensor_protein_PgtB_(EC_2.7.3.-)	6	17	2	1	6
Membrane Transport	-	Phosphoglycerate transport system	Phosphoglycerate_transport_system_transcriptional_regulatory_protein_PgtA	1	10	2	0	3
Membrane Transport	-	Phosphoglycerate transport system	Phosphoglycerate_transporter_protein_PgtP	0	7	1	0	7
Membrane Transport	-	Riboflavin transporters	Riboflavin_transporter_RibN	2	2	0	0	7
Membrane Transport	-	Ton and Tol transport systems	18K_peptidoglycan-associated_outer_membrane_lipoprotein;_Peptidoglycan-associated_lipoprotein_precursor;_Outer_membrane_protein_P6;_OmpA/MotB_precursor	3.944444444	3.666666667	4.194444444	1.5	8.545454545
Membrane Transport	-	Ton and Tol transport systems	4-hydroxybenzoyl-CoA_thioesterase_family_active_site	6	11	2	2	8.5
Membrane Transport	-	Ton and Tol transport systems	Aerobactin_siderophore_receptor_IutA	0.2	4.824242424	0.4	0	7.741666667
Membrane Transport	-	Ton and Tol transport systems	Aerobactin_siderophore_receptor_IutA_@_TonB-dependent_siderophore_receptor	5.533333333	0.939393939	1.4	0.333333333	2.916666667
Membrane Transport	-	Ton and Tol transport systems	Biopolymer_transport_protein_ExbB	3.1875	0	1.5	0	1.444444444
Membrane Transport	-	Ton and Tol transport systems	Biopolymer_transport_protein_ExbD/TolR	11	13	19	8	12
Membrane Transport	-	Ton and Tol transport systems	Biopolymer_transport_protein_ExbD/TolR;_potentially_related_to_transport_or_biosynthesis_of_folate	0	0	0	2	1
Membrane Transport	-	Ton and Tol transport systems	Colicin_I_receptor	1	2	0	1	0
Membrane Transport	-	Ton and Tol transport systems	Colicin_I_receptor_precursor	0	4.666666667	0	1	9
Membrane Transport	-	Ton and Tol transport systems	Ferric_receptor_CfrA	0	2	0	1	0
Membrane Transport	-	Ton and Tol transport systems	"Ferric_siderophore_transport_system,_biopolymer_transport_protein_ExbB"	4.066666667	12.9952381	6.333333333	5.333333333	9.287878788
Membrane Transport	-	Ton and Tol transport systems	"Ferric_siderophore_transport_system,_periplasmic_binding_protein_TonB"	5.5	12.71794872	2.4	2.757142857	7.7
Membrane Transport	-	Ton and Tol transport systems	Haemin_uptake_system_outer_membrane_receptor	0	0.5	0	0.5	0
Membrane Transport	-	Ton and Tol transport systems	Iron-chelator_utilization_protein	10	1	2	0	1
Membrane Transport	-	Ton and Tol transport systems	Iron-siderophore_[Alcaligin]_receptor_@_TonB-dependent_siderophore_receptor	0.333333333	0	0.5	0	0.5
Membrane Transport	-	Ton and Tol transport systems	MotA/TolQ/ExbB_proton_channel_family_protein	8.979166667	47.5	21.5	13.5	31.22222222
Membrane Transport	-	Ton and Tol transport systems	N-acetylglucosamine-regulated_TonB-dependent_outer_membrane_receptor	0	21	1	10.5	5
Membrane Transport	-	Ton and Tol transport systems	Outer_membrane_channel_TolC	0	2.75	0	0	1.75
Membrane Transport	-	Ton and Tol transport systems	Outer_membrane_ferripyoverdine_receptor	1.5	0	0	0	0
Membrane Transport	-	Ton and Tol transport systems	Outer_membrane_lipoprotein_omp16_precursor	0.5	14	3.833333333	15	11
Membrane Transport	-	Ton and Tol transport systems	Outer_membrane_receptor_for_ferric_coprogen_and_ferric-rhodotorulic_acid	0	10	2	10	1
Membrane Transport	-	Ton and Tol transport systems	Predicted_b-glucoside-specific_TonB-dependent_outer_membrane_receptor	0	19	2	4	7
Membrane Transport	-	Ton and Tol transport systems	Probable_lipoprotein_YiaD	0	2	0	0	0
Membrane Transport	-	Ton and Tol transport systems	Protein-L-isoaspartate_O-methyltransferase_(EC_2.1.1.77)	1.583333333	11	11.4952381	2.9	4.233333333
Membrane Transport	-	Ton and Tol transport systems	Putative_OMR_family_iron-siderophore_receptor_precursor	0	2	0	0	1
Membrane Transport	-	Ton and Tol transport systems	Putative_Ton-B_dependent_hemine_receptor	12	0	8	4	5
Membrane Transport	-	Ton and Tol transport systems	Putative_TonB-dependent_receptor	0	9.5	0	4.5	6
Membrane Transport	-	Ton and Tol transport systems	"Putative_outer_membrane_protein,_probably_involved_in_nutrient_binding"	0	1	0	1.25	0
Membrane Transport	-	Ton and Tol transport systems	Putative_tonB_protein	0	0.5	0	0	0
Membrane Transport	-	Ton and Tol transport systems	"Regulatory_sensor-transducer,_BlaR1/MecR1_family_/_TonB-dependent_receptor"	0	2	0	3.5	2
Membrane Transport	-	Ton and Tol transport systems	"TPR_domain_protein,_putative_component_of_TonB_system"	3	9	10	5	12
Membrane Transport	-	Ton and Tol transport systems	TPR_repeat_containing_exported_protein;_Putative_periplasmic_protein_contains_a_protein_prenylyltransferase_domain	0.666666667	11	5	3.5	3
Membrane Transport	-	Ton and Tol transport systems	Tol-Pal_system-associated_acyl-CoA_thioesterase	0	1	0	1	2.5
Membrane Transport	-	Ton and Tol transport systems	Tol-Pal_system_TPR_repeat_containing_exported_protein_YbgF	3.333333333	6	3	1.5	0
Membrane Transport	-	Ton and Tol transport systems	Tol-Pal_system_beta_propeller_repeat_protein_TolB	7.333333333	8.333333333	5.583333333	4.25	8.666666667
Membrane Transport	-	Ton and Tol transport systems	Tol-Pal_system_peptidoglycan-associated_lipoprotein_PAL	3.055555556	2.333333333	1.305555556	1.5	0.454545455
Membrane Transport	-	Ton and Tol transport systems	Tol-Pal_system_protein_TolQ	5.833333333	10.5	3	1	2.833333333
Membrane Transport	-	Ton and Tol transport systems	TolA_protein	18.5	13	9	24	16
Membrane Transport	-	Ton and Tol transport systems	TolA_protein_#_truncated	0.5	0	0	0	0
Membrane Transport	-	Ton and Tol transport systems	"Tol_biopolymer_transport_system,_TolR_protein"	2	7	4	4	5
Membrane Transport	-	Ton and Tol transport systems	"TonB-dependent_heme_and_hemoglobin_receptor_HutA;_TonB-dependent_hemin,_ferrichrome_receptor"	0	3	0.25	0.666666667	1.333333333
Membrane Transport	-	Ton and Tol transport systems	"TonB-dependent_heme_and_hemoglobin_receptor_HutA;_TonB-dependent_hemin_,_ferrichrome_receptor"	0	0.5	0.25	0	2
Membrane Transport	-	Ton and Tol transport systems	"TonB-dependent_heme_and_hemoglobin_receptor_HutA_;_TonB-dependent_hemin_,_ferrichrome_receptor"	0.5	3	0	0	1
Membrane Transport	-	Ton and Tol transport systems	"TonB-dependent_hemin,_ferrichrome_receptor"	0.458333333	0.5	0.933333333	0	1
Membrane Transport	-	Ton and Tol transport systems	"TonB-dependent_hemin_,_ferrichrome_receptor"	9.875	2.666666667	9.566666667	5.833333333	6.166666667
Membrane Transport	-	Ton and Tol transport systems	TonB-dependent_receptor	58.83333333	459	65.5	344.75	223.8333333
Membrane Transport	-	Ton and Tol transport systems	TonB-dependent_receptor;_Enterobactin_receptor_IrgA	0	0.25	0	0	0
Membrane Transport	-	Ton and Tol transport systems	"TonB-dependent_receptor;_Outer_membrane_receptor_for_ferric_enterobactin_and_colicins_B,_D"	3.5	0	2.5	0.5	2.5
Membrane Transport	-	Ton and Tol transport systems	TonB-dependent_receptor;_Outer_membrane_receptor_for_ferrienterochelin_and_colicins	25	45.25	23	37.5	37
Membrane Transport	-	Ton and Tol transport systems	TonB-dependent_siderophore_receptor	9.5	4.5	9	1.5	7.666666667
Membrane Transport	-	Ton and Tol transport systems	TonB_family_protein_/_TonB-dependent_receptor	0	2	0	0	0
Membrane Transport	-	Ton and Tol transport systems	TonB_system_biopolymer_transport_component;_Chromosome_segregation_ATPase	1	12	0	6	6
Membrane Transport	-	Ton and Tol transport systems	"Type_I_secretion_outer_membrane_protein,_TolC_family"	0	0.5	0.5	0	2
Membrane Transport	-	Ton and Tol transport systems	"Type_I_secretion_outer_membrane_protein,_TolC_precursor"	2.5	12.25	6.833333333	6.833333333	14.08333333
Membrane Transport	-	Ton and Tol transport systems	hypothetical_protein	0	0.5	1	0	0.5
Membrane Transport	-	Ton and Tol transport systems	iron-chelator_utilization_protein	1	0	0	0	2
Membrane Transport	-	Ton and Tol transport systems	"tolB_protein_precursor,_periplasmic_protein_involved_in_the_tonb-independent_uptake_of_group_A_colicins"	12.66666667	40.66666667	10.41666667	7.75	23.33333333
Membrane Transport	-	Transport of Manganese	"Manganese_ABC_transporter,_ATP-binding_protein_SitB"	5	1	6	5	2
Membrane Transport	-	Transport of Manganese	"Manganese_ABC_transporter,_inner_membrane_permease_protein_SitC"	1	0	9	0	3
Membrane Transport	-	Transport of Manganese	"Manganese_ABC_transporter,_inner_membrane_permease_protein_SitD"	7	0	9	4	2
Membrane Transport	-	Transport of Manganese	"Manganese_ABC_transporter,_periplasmic-binding_protein_SitA"	5	2	8	3	3
Membrane Transport	-	Transport of Manganese	Manganese_transport_protein_MntH	37.5	5	12	3	16
Membrane Transport	-	Transport of Manganese	Manganese_uptake_regulation_protein_MUR	0	0	1	0	2
Membrane Transport	-	Transport of Manganese	Mn-dependent_transcriptional_regulator_MntR	4	0	2	3	4
Membrane Transport	-	Transport of Manganese	"Predicted_manganese_transporter,_11_TMS"	1	8	2	0	11
Membrane Transport	-	Transport of Manganese	hypothetical_protein	3.5	0	0	0	1
Membrane Transport	-	Transport of Molybdenum	"Molybdenum_ABC_transporter,_periplasmic_molybdenum-binding_protein_ModA_(TC_3.A.1.8.1)"	0.833333333	0.311111111	0	0	1.25
Membrane Transport	-	Transport of Molybdenum	"Molybdenum_ABC_transporter,_substrate-binding_protein_ModA"	0.5	0.111111111	0.642857143	0	0
Membrane Transport	-	Transport of Molybdenum	Molybdenum_ABC_transporter_ATP-binding_protein_ModC	0.5	0	0.5	0.2	1.083333333
Membrane Transport	-	Transport of Molybdenum	Molybdenum_ABC_transporter_permease_protein_ModB	0	0	0	0	1
Membrane Transport	-	Transport of Molybdenum	Molybdenum_ABC_transporter_permease_protein_ModB_/_Molybdenum_ABC_transporter_ATP-binding_protein_ModC	0	0.333333333	0	0	0
Membrane Transport	-	Transport of Molybdenum	Molybdenum_transport_ATP-binding_protein_ModC_(TC_3.A.1.8.1)	0	0.333333333	0	0	0.5
Membrane Transport	-	Transport of Molybdenum	Molybdenum_transport_system_permease_protein_ModB_(TC_3.A.1.8.1)	0.833333333	1	0.5	0	0.5
Membrane Transport	-	Transport of Nickel and Cobalt	ATPase_component_CbiO_of_energizing_module_of_cobalt_ECF_transporter	3.833333333	0	0	1	2
Membrane Transport	-	Transport of Nickel and Cobalt	ATPase_component_NikO_of_energizing_module_of_nickel_ECF_transporter	0	0	0.5	1	0
Membrane Transport	-	Transport of Nickel and Cobalt	Additional_periplasmic_component_NikK_of_nickel_ECF_transporter	0	0	0	0	2
Membrane Transport	-	Transport of Nickel and Cobalt	HoxN/HupN/NixA_family_cobalt_transporter	0	0	0.5	0	0.5
Membrane Transport	-	Transport of Nickel and Cobalt	HoxN/HupN/NixA_family_nickel/cobalt_transporter	8	3	2	1	3
Membrane Transport	-	Transport of Nickel and Cobalt	HupE-UreJ_family_metal_transporter	0	0	1.5	0	0
Membrane Transport	-	Transport of Nickel and Cobalt	"Nickel_ABC_transporter,_periplasmic_nickel-binding_protein_NikA_(TC_3.A.1.5.3)"	0	0	0	0	1
Membrane Transport	-	Transport of Nickel and Cobalt	Predicted_cobalt_transporter_CbtA	0.5	0	1.5	1	0.5
Membrane Transport	-	Transport of Nickel and Cobalt	Predicted_cobalt_transporter_CbtC	0.5	0	0	0	0
Membrane Transport	-	Transport of Nickel and Cobalt	Substrate-specific_component_NikM_of_nickel_ECF_transporter	0	0	0	0.5	0
Membrane Transport	-	Transport of Zinc	Predicted_zinc-binding_protein	0	0	1	1	4
Membrane Transport	-	Transport of Zinc	Zinc-regulated_TonB-dependent_outer_membrane_receptor	0	0	0	0	3
Membrane Transport	-	Transport of Zinc	Zinc-regulated_outer_membrane_receptor	1	8	0	5	3
Membrane Transport	-	Transport of Zinc	"Zinc_ABC_transporter,_ATP-binding_protein_ZnuC"	11	6	8	1	15
Membrane Transport	-	Transport of Zinc	"Zinc_ABC_transporter,_inner_membrane_permease_protein_ZnuB"	6	3.5	8.5	3	9
Membrane Transport	-	Transport of Zinc	"Zinc_ABC_transporter,_periplasmic-binding_protein_ZnuA"	10	7	16	6	9
Membrane Transport	-	Transport of Zinc	"Zinc_ABC_transporter,_permease_protein_ZnuB"	0	3.5	6.5	4	4
Membrane Transport	-	Transport of Zinc	"Zinc_ABC_transporter,_substrate-binding_protein_ZnuA"	4	2	2	0	1
Membrane Transport	-	Transport of Zinc	Zinc_uptake_regulation_protein_ZUR	0.166666667	0.666666667	0.476190476	0.333333333	0.583333333
Membrane Transport	-	Transport of Zinc	Zinc_uptake_regulation_protein_Zur	0.5	1	0.41025641	1	2
Membrane Transport	-	Tricarboxylate transport system	Tricarboxylate_porin_OpdH	0	0	0	0	2
Membrane Transport	-	Tricarboxylate transport system	Tricarboxylate_transport_membrane_protein_TctA	10	5.666666667	15.5	4.5	12.5
Membrane Transport	-	Tricarboxylate transport system	Tricarboxylate_transport_membrane_protein_TctA_/_Tricarboxylate_transport_protein_TctB	0	0	1	0	0
Membrane Transport	-	Tricarboxylate transport system	Tricarboxylate_transport_protein_TctB	1	2	4	2	4
Membrane Transport	-	Tricarboxylate transport system	Tricarboxylate_transport_protein_TctC	14	11	19	2	12
Membrane Transport	-	Tricarboxylate transport system	Tricarboxylate_transport_sensor_protein_TctE	5	1	5	0	1
Membrane Transport	-	Tricarboxylate transport system	Tricarboxylate_transport_transcriptional_regulator_TctD	4	2	1	5	5
Membrane Transport	-	Tricarboxylate transport system	hypothetical_protein	0	0	1	0	0
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	"ABC_transporter,_ATP-binding_protein"	1	0	1	2	0
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	"ABC_transporter,_permease_protein"	1	0	1	0	2
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	"ABC_transporter,_substrate-binding_protein"	0	1	1.5	0	0
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_ATP-binding_protein_(TC_3.A.1.9.1)	4.5	9.633333333	4.346153846	5	3.333333333
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_ATP-binding_protein_PhnC_(TC_3.A.1.9.1)	3	1.033333333	2.653846154	0	1.666666667
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_ATP-binding_protein_PtxA_(TC_3.A.1.9.1)	1	1	0	0	0
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_permease_protein_PhnE1_(TC_3.A.1.9.1)	1	0	3	1	2
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_permease_protein_PhnE2_(TC_3.A.1.9.1)	1	0	2	0	0
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_permease_protein_PhnE2_(TC_3.A.1.9.1)_/_Phosphonate_ABC_transporter_permease_protein_PhnE1_(TC_3.A.1.9.1)	0	0	0	1	0
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_permease_protein_PhnE_(TC_3.A.1.9.1)	0	1	1	0	2
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_permease_protein_phnE1_(TC_3.A.1.9.1)	1	6	2	1	2
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_permease_protein_phnE2_(TC_3.A.1.9.1)	4	1	8	2	3
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_permease_protein_phnE_(TC_3.A.1.9.1)	0	2	0	0	3
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_phosphate-binding_periplasmic_component_(TC_3.A.1.9.1)	8.5	5.5	12	3	9
Membrane Transport	ABC transporters	ABC transporter alkylphosphonate (TC 3.A.1.9.1)	Phosphonate_ABC_transporter_substrate-binding_protein_PhnD_(TC_3.A.1.9.1)	0.5	0.5	3.5	0	0
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	"ABC_transporter,_ATP-binding_protein"	0	0	2	0	0.5
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	"ABC_transporter,_substrate-binding_protein"	0	1	0	0	0
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	"Branched-chain_amino_acid_ABC_transporter,_ATP-binding_protein"	1	0	1	0	1
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	"Branched-chain_amino_acid_ABC_transporter,_amino_acid-binding_protein_(TC_3.A.1.4.1)"	12	4	20	11	8
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	"Branched-chain_amino_acid_ABC_transporter,_permease_protein"	0	0	1	2	0
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	Branched-chain_amino_acid_transport_ATP-binding_protein_LivF_(TC_3.A.1.4.1)	14.75	9	49	13	20.5
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	Branched-chain_amino_acid_transport_ATP-binding_protein_LivG_(TC_3.A.1.4.1)	14	18	33	17	19
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	Branched-chain_amino_acid_transport_system_permease_protein_LivM_(TC_3.A.1.4.1)	27	8	52	20	11
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	Branched-chain_amino_acid_transport_system_permease_protein_LivM_(TC_3.A.1.4.1)_/_Branched-chain_amino_acid_transport_ATP-binding_protein_LivG_(TC_3.A.1.4.1)	0	0	1	1	0
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	High-affinity_branched-chain_amino_acid_transport_system_permease_protein_LivH_(TC_3.A.1.4.1)	26	11	48	16	25
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	High-affinity_branched-chain_amino_acid_transport_system_permease_protein_LivH_(TC_3.A.1.4.1)_/_Branched-chain_amino_acid_transport_system_permease_protein_LivM_(TC_3.A.1.4.1)	1	0	1	0	1
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	"High-affinity_leucine-specific_transport_system,_periplasmic_binding_protein_LivK_(TC_3.A.1.4.1)"	6	7	6	2	11
Membrane Transport	ABC transporters	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	hypothetical_protein	0.25	0	0	0	0
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	"ABC_transporter,_periplasmic_substrate-binding_protein_PA5317"	0	0	0	0	0.25
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	"ABC_transporter,_substrate-binding_protein"	0	0.5	0.5	0	0
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	Binding-protein-dependent_transport_systems_inner_membrane_component	0	0	0	1	0
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	"D,D-dipeptide-binding_periplasmic_protein_DdpA"	1.561111111	0	0.7	0.25	0.45
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	"D,D-dipeptide_transport_ATP-binding_protein_DdpD"	0.5	0	0	0	0
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	"D,D-dipeptide_transport_ATP-binding_protein_DdpF"	1.5	0	0	1	1
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	"D,D-dipeptide_transport_system_permease_protein_DdpC"	1	0	0.25	0	1
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	"Dipeptide-binding_ABC_transporter,_periplasmic_substrate-binding_component_(TC_3.A.1.5.2)"	25.19047619	20.66666667	30.5	17.58333333	25.9
Membrane Transport	ABC transporters	ABC transporter dipeptide (TC 3.A.1.5.2)	"Dipeptide-binding_ABC_transporter,_periplasmic_substrate-binding_component_(TC_3.A.1.5.2);_Putative_hemin-binding_lipoprotein"	9.366666667	1.983333333	4.166666667	1.783333333	4.255372405
